CPD-1106	C03557
|Thyroglobulin-triiodothyronines|	C16730
34-DICHLOROANILINE	C02791
BUTYRIC_ACID	C00246
2-HEXAPRENYL-6-METHOXYPHENOL	C05802
CPD-15210	C20514
CPD-15748	C20721
CPD-9133	C11008
EE-PIPEROYL-COA	C02611
CPD-20551	C14454
N-ACETYL-BETA-GLUCOSAMINYLAMINE	C01239
6-O-METHYLNORLAUDANOSOLINE	C05203
3-METHYLOXINDOLE	C02366
|Triacylglycerols|	C00422
PENTANOL	C16834
4-O-BETA-D-GLUCOSYL-CIS-P-COUMARATE	C06739
CPD-17304	C16280
L-XYLULOSE-5-P	C03291
L-BETA-ASPARTYL-P	C03082
2-UNDECANONE	C01875
CPD-149	C16579
4-TRIMETHYLAMMONIOBUTANAL	C01149
CPD-10887	C01453
3-Methyl-Adenines	C00913
ACETYL-GLU	C00624
CPD-20631	C11798
DICHLOROBIS-CPD	C04596
S-NORLAUDANOSOLINE	C02916
K+	C00238
DIPHTINE	C01573
D-APIOSE	C01488
2-OXOHEXANOATE	C00902
CPD-7972	C08582
CPD-4543	C13766
CPD-15117	C20631
CPD66-92	C09209
4-HYDROXY-2-BUTYNAL	C02648
HG+2	C00703
CPD-6956	C12085
CYPRIDINA-LUCIFERIN	C02825
CPD-14	C02084
4-OXOGLUTARAMATE	C05572
CPD1F-128	C06090
LAUROYLCOA-CPD	C01832
CPD-12236	C18325
BETA-AMINOPROPIONITRILE	C05670
CPD-1093	C06257
CORTICOSTERONE	C02140
CPD-5303	C08800
CPD-841	C00686
CPD-630	C02787
9FLUORENONE	C06712
CPD-11467	C15902
CPD-10137	C06592
CPD-12349	C20680
GLYCERATE	C00258
CPD-3361	C15531
CPD-8052	C19891
CPD-17535	C17699
CPD-67	C00988
CPD-7419	C05434
|Reduced-ferredoxins|	C00138
MORPHINE	C01516
CPD-13764	C10245
CPD-9438	C16390
CPD-277	C02514
2-METHYLPROPANAL-O-METHYLOXIME	C03982
CPD-20647	C16291
CPD-11421	C20262
CPD-19735	C04352
2-AMINOACRYLATE	C02218
KDO-LIPID-IVA	C06024
CPD-13149	C19797
CPD-546	C02170
CPD-434	C02560
CPD-15717	C01971
CPD-14808	C00691
HOMO-CIS-ACONITATE	C04002
CPD-356	C00652
CPD-10139	C07271
CPD-13409	C08243
CPD-10819	C06313
PYROGALLOL	C01108
CPD-15264	C20513
CPD0-1563	C00542
16-OXOSTEROID	C01986
CPD-10437	C11142
CPD-422	C03147
CPD-17866	C21787
SIROHEME	C00748
CPD-18834	C14225
5-KETO-4-DEOXY-D-GLUCARATE	C00679
BENZYL-ISOTHIOCYANATE	C03098
CPD-6484	C10452
CIS-12-DIHYDROXY-ETCETERA-CARBOXYLATE	C06729
DEMETHYLMACROCIN	C02400
CPD-19953	C06883
CPD-1132	C02948
CHOLATE	C00695
CPD-83	C03582
CPD-10220	C12210
COBALT-FACTOR-III	C17401
D-1-GUANIDINO-1-DEOXY-3-DEHYDRO-SCYLLO-I	C04673
ALLYSINE	C04076
4-METHYL-824-CHOLESTADIENOL	C05103
CPD-12952	C12390
HYDROXY-915-DIOXOPROSTA-13-ENOATE	C04707
CPD0-2459	C06771
CPD-12600	C13856
RISEDRONATE	C08233
|DNA-Containing-N6-Methyladenine|	C03391
OXIDIZED-OPLOPHORUS-LUCIFERIN	C15038
CPD-16873	C20847
CPD-14592	C03757
CPD-6901	C12058
CPD-15880	C20707
EPOXYSQUALENE	C01054
KOJIC-ACID	C14516
CPD-5761	C09870
CPD-4462	C16229
CPD-14519	C21119
3-OXO-DELTA4-CHOLYL-COA	C21469
CPD-8197	C04333
3-SULFINOALANINE	C00606
CPD-9973	C07282
CPD-12716	C19775
CHLORDECONE-ALCOHOL	C02817
CPD-11425	C11890
CPD-7946	C08388
CPD-7859	C09107
N-ACETYL-BETA-D-GLUCOSAMINYL-13-ETCETERA	C04890
|N-sulfo-D-glucosamine|	C01075
CPD-8564	C01003
CPD-7299	C15607
|Linalools|	C03985
CPD-4461	C10387
L-2-AMINOHEXANOATE	C01933
|Secondary-Alcohols|	C00432
D-GALACTONATE	C00880
CPD-4609	C08272
CPD-14251	C17535
CPD-19252	C21391
CPD-339	C01218
2-OCTAPRENYL-6-METHOXYPHENOL	C05812
GDP-L-GALACTOSE	C02280
2-AMINOPHENOL	C01987
CPD-622	C02225
|Primary-Amines|	C00375
CPD-1006	c06580
CPD-534	C04563
5-HYDROXY-FERULOYL-COA	C12203
CPD-12727	C10197
2-IODOPHENOL	C01874
BIS-GAMMA-GLUTAMYLCYSTINE	C03646
ALLOCRYPTOPINE	C02134
CPD-18796	C17661
SINAPATE	C00482
CPD-6482	C10454
PENICILLIN	C00395
CREATINE-P	C02305
|Lipopolysaccharides|	C00338
CPD-10177	C16753
CORTISOL	C00735
CPD-17690	C18213
|GLT-tRNAs|	C01641
CPD-11471	C15969
CPD-9848	C16728
CPD66-64	C18178
2-DEOXY-D-GLUCOSE	C00586
CPD-8901	C05544
CPD-8693	C11887
TAGATOSE-1-6-DIPHOSPHATE	C03785
CPD-12874	C20981
CPD-7405	C14149
CPD-16662	C21003
|Wax-Esters|	C01629
CPD-700	C15780
S-METHYLTHIOGLYCOLATE	C03173
CPD-13805	C06653
THIAMINE-PYROPHOSPHATE	C00068
--CAMPHOR	C00809
CPD-14348	C12386
CPD-9635	C07608
PSICOSELYSINE	C21616
CPD-18781	C12113
CPD-10029	C11399
CPD-624	C01200
CPD-613	C01273
CPD-8666	C08589
|LYS-tRNAs|	C01646
CPD-11875	C05589
CPD-11571	C20850
CPD-2961	C00345
CPD-16994	C21139
2-3-CARBOXY-3-METHYLAMMONIOPROPYL-L-	C04692
CPD-18985	C21390
4-OXOPROLINE	C01877
DEOXYCHOLYL-COA	C15560
MALONYL-COA	C00083
CPD-12149	C06418
CPD-20078	C21670
CPD-7235	C03990
14-APO-BETA-CAROTENAL	C06734
CPD-383	C06051
Z-2-METHYL-5-ISOPROPYLHEXA-25-DIENAL	C04435
CPD-660	C00497
4812-TRIMETHYLTRIDECANOYL-COA	C07296
CPD-8744	C09672
CPD-301	C16598
CPD-12938	C18680
CPD-13992	C20938
17-ALPHA-HYDROXYPROGESTERONE	C01176
2-OXOPROPYL-COM	C11497
ENOL-OXALOACETATE	C03981
CPD-19771	C21491
1-BETA-D-GALACTOSYL-2-2-HYDROXYACYLS	C04708
CPD-362	C01569
GDP-D-GLUCOSE	C00394
CPD-3630	C16228
CPD-14206	C01917
CPD-13029	C19712
CPD-15997	C20739
CPD-10689	C21004
D-MYO-INOSITOL-1-MONOPHOSPHATE	C01177
CPDQT-32	C17218
CPD-12829	C16695
CPD-14305	C20324
CPD-12581	C19691
CPD-13711	C20199
CPD66-18	C21581
CPD-13882	C20191
CPD-9543	C18787
CPD-14104	C20449
CPD-13088	C14836
THIOCYSTEINE	C01962
CPD-20085	C21685
XANTHOSINE-5-PHOSPHATE	C00655
PYRIDOXINE	C00314
CPD-7843	C16305
CPD-12570	C10192
CPD-15419	C12476
CPD-645	C04456
CPD-13433	G10085
CTAB	C11275
4-AMINO-BUTYRALDEHYDE	C00555
ALPHA-N-ACETYLNEURAMINYL-23-ETCETERA	C04683
CPD-17245	C20968
CPD-9154	C14456
CPD-14866	C10122
CPD-15751	C20759
CPD-10372	C15723
CPD-19138	C21294
CPD-3629	C16226
BETA-CYCLOPIAZONATE	C02899
CPD-14120	C17209
CPD-19800	C21801
CPD1G-1	C19784
CPD-4143	C01753
CPD0-2123	C05265
8-APO-BETA-CAROTENOL	C06733
CPD-568	C00612
L-EPINEPHRINE	C00788
CPD-593	C02294
QUERCETIN-337-TRISSULFATE	C03897
BIOCHANIN-A	C00814
CPD-8797	C21679
CPD-18026	C16875
CPD-14833	C20297
CPD-7725	C09707
2-AMINO-4-OXO-4-ALPHA-HYDROXY-	C05252
CPD-10230	C12108
CPD-236	C06096
RETINOATE	C00777
STEARIC_ACID	C01530
CPD-7726	C15971
CPD-544	C02827
CPD-8871	C11272
UDP-L-ARA4-FORMYL-N	C16154
CPD-650	C03561
|Flavonol-3-O-6-O-Malonyl-B-D-Glu|	C04385
CPD-12830	C21084
CPD-12800	C19697
12-DIDECANOYLGLYCEROL	C03199
|DNA-Cytosines|	C00856
2-HYDROXYGLUTARIC_ACID	C02630
CALCIDIOL	C01561
CPD-18291	C21167
CPD-13749	C14256
CPD-6962	C15523
CPD-3629	C03662
|Elongation-tRNAMet|	C03294
MONO-BETA-D-GALACTOSYLACYLGLYCEROL	C04315
CPD-13825	C11992
D-ALLOSE-6-PHOSPHATE	C02962
CPD-13946	C11989
CIS-12-DIHYDRO-3-ETHYLCATECHOL	C06727
|Alkyl-enyl-acyl-gly-P-EtOH-amines|	C04756
|+-5-oxo-1-2-campholide|	C02952
INDOLE	C00463
CPD-14105	C20450
|Cholesterol-esters|	C02530
CPD-61	C03652
CPD-1861	C16516
GLUCOSAMINYL-13-N-ETCETERA-GALACTOSAMINY	C01306
CPD0-1436	C09668
GLUCOSAMINYL-14-ETCETERA-MANNOSYL-R	C04943
CPD-9701	C17327
CPD-20442	C21717
CPD1F-437	C05623
CPD-8854	C17757
PROGESTERONE	C00410
CPD-8879	C15499
CPD-461	C06111
CPD-13785	C09629
CPD-629	C03030
CPD-9954	C02765
4-CARBOXYMETHYLENEBUT-2-EN-4-OLIDE	C04431
UDP-D-GALACTO-14-FURANOSE	C03733
2-O-CAFFEOYLGLUCARATE	C03062
CPD-657	C01566
CPD0-1123	C19910
CPD-8887	C14448
CPD-19876	C21649
CPD-8236	C20724
D-4-HYDROXY-2-KETO-GLUTARATE	C05946
CPD-15006	C20470
CPD-13863	C20181
CPD-923	C07733
ACRYLAMIDE	C01659
CPD-8653	C08539
DI-H-OROTATE	C00337
ACETYL-P	C00227
CPD-18508	C21116
CREATININE	C00791
CPD-337	C16589
RHAMNULOSE-1P	C01131
CPD-9355	C11172
CPD-7676	C18448
5Z13E-69-ALPHA-EPOXY-11-ALPHA-HYDROXPROS	C04835
3-4-DIHYDROXYBENZOATE	C00230
PHOSPHORIBOSYL-CARBOXY-AMINOIMIDAZOLE	C04751
CPD0-888	C16156
CPD-9425	C06523
CPD-17563	C19218
3-4DH3-4DH9FLUORENONE	C07722
CPD-15631	C10019
CPD-15952	C14592
3-ALPHA7-ALPHA12-ALPHA-TRIHYDROX	C01301
CPD-14141	C15652
CPD-13689	C21076
CPD-11551	C03124
CAFFEOYLQUINATE	C00852
CPD-2209	C20390
CPD-10748	C04617
CPD-8332	C13880
CPD0-1063	C16699
CPD-9788	C16709
|Reduced-Rubredoxins|	C00340
CPD-13381	C11922
CPD1G-1344	C04218
CPD-15590	C01582
CPD-9138	C16391
CPD-10290	C11218
METHYL-EPOXYTRIDECADIENOATE	C04867
CPD-278	C01951
44-DIMETHYL-CHOLESTA-812-24-TRIENOL	C11455
CPD-8927	C10883
CPD-9919	C19810
CPD-216	C02265
CPD-20608	C14843
CPD-3141	C06563
CPD-7099	C06685
CPD-230	C01742
CPD-13773	C20782
CPD-15491	C14275
CPD-4895	C14783
NOCARDICIN-E	C01739
CPD-7950	C08393
CPD-15753	C12325
D-RIBULOSE-15-P2	C01182
CPD-18439	C09741
CPD-11915	C11920
CPD-17184	C21513
TOLUENE	C01455
AMINO-OH-HYDROXYMETHYL-DIHYDROPTERIDINE	C01300
CPD-69	C01417
ADENOSYLCOBINAMIDE-GDP	C06510
2-ETHYLHEXYL-PHTHALATE	C03343
CPD-10850	C18308
CPD-5721	C07648
INOSITOL-1-4-5-TRISPHOSPHATE	C01245
TRANS-D2-ENOYL-COA	C00658
CPD-16512	C20801
15-ANHYDRO-D-GLUCITOL	C07326
CPD0-2064	C07338
HS	C00283
CPD-11876	C05583
CPD-1061	C04211
ISOBUTANOL	C14710
|Pi|	C00009
DEOXYCYTIDINE	C00881
L-DIHYDROXY-PHENYLALANINE	C00355
2-HYDROXY-CHOLESTEROL	C05500
CPD-19105	C21411
ASCORBATE	C00072
L-RHAMNOFURANOSE	C02431
CPD-8958	C10556
CPD-19255	C06624
CPD-8924	C20712
GLUTARIMIDE	C07275
IMIDAZOLE-LACTATE	C05568
DIETHYLETHER	C13240
CPD-10026	C11413
2F1INDANONE	C07719
CPD-1041	C04353
CPD-10529	C10030
11-DEOXYCORTICOSTERONE	C03205
CPD-8906	C20455
CPD-9060	C07327
17-BETA-HYDROXY-5ALPHA-ANDROSTAN-3-O	C03917
4-HYDROXYMANDELATE	C11527
CPD-942	D03777
CPD-10596	C13637
CPD-361	C03034
4-COUMAROYLQUINATE	C12208
FARNESYLFARNESYLGERANIOL	C04146
TREHALOSE-6P	C00689
CYSTINE	C00491
CPD-10058	C19083
CPD-10162	C20452
CPD-13850	C19964
PHENANTHRENE-34-DIOL	C03164
CPD-9700	C08280
CPD-16743	C20531
L-PIPECOLATE	C00408
3-HYDROXY-ISOBUTYRYL-COA	C04047
CPD-8739	C09647
5-ACETAMIDOVALERATE	C03087
CPD-17103	C20901
CPD-8192	C18083
THF-GLU-N	C03541
CPD-4222	C10538
CPD-1962	C09320
N-DESULFOHEPARIN	C02440
N-ACETYL-ETCETERA-GALACTOSAMINYL-R	C04930
CPD-12703	C21081
CPD-14211	C02033
CPD-7137	C08725
CPD-37	C04053
3-O-L-ALANYL-1-O-PHOSPHATIDYLGLYCEROL	C04372
2-OCTAPRENYL-6-HYDROXYPHENOL	C05811
CPD-12760	C18911
6-METHOXYMELLEIN	C02381
CPD-15745	C20719
CPD-65	C02660
QUESTIN	C01448
2-TRANS6-TRANS-FARNESOL	C01126
ETHYL-S-3-HYDROXYHEXANOATE	C03865
FLUORENE	C07715
CPD-4890	C06075
|Omega-carboxyacyl-CoAs|	C03188
COUMARIN	C05851
CPD-507	C04534
N-PHOSPHOGUANIDINOETHYL-METHYL-PHOSPHAT	C04503
DUMP	C00365
2-AMINOBENZOYL-COA	C02247
CPD0-1882	C21485
CPD-12849	C04324
CPD-435	C01857
R-2-HYDROXYSTEARATE	C03042
CPD-4892	C06308
|3-oxo-D5-steroids|	C01034
GERANYLGERANYL-PP	C00353
CPD-370	C01133
CPD-12873	C21476
BERBERINE	C00757
CPD-20258	C21714
CPD-16741	C20530
CPD-388	C01948
CPD-10494	C02683
CPD-345	C01292
CPD-784	C04186
SINAPYL-ALCOHOL	C02325
2-CH2-GLUTARATE	C02930
35-DICHLOROCATECHOL	C02933
24-DICHLOROBENZOYL-COA	C06671
CPD66-51	C06314
CPD-13577	C19872
BILIRUBIN-GLUCURONOSIDE	C03374
PHENYLACETATE	C00548
CPD-8065	C08252
5Z8Z11Z14Z17Z-EICOSAPENTAENOATE	C06428
CPD-10870	C02124
BETA-L-ARABINOSE	C02479
CYCLOPENTANOL	C02020
CPD-18843	C21428
CPD-19671	C15956
3-HYDROXYCYCLOHEXANONE	C03228
CPD-7412	C15591
|11-Oxosteroids|	C01985
CPD-9139	C19560
CA+2	C00076
5-AMINO-4-CHLORO-2-23-DIHYDROXYPHENYL	C04798
CPD-15976	C06421
DAIDZEIN	C10208
CPD-17107	C21010
CPD1G-2	C06717
CPD-18948	C10928
CPD-15307	C07581
CPD-1831	C03248
HYDROXYMUCONATE-SALD	C00682
CPD-720	C15801
CPD-19353	C15482
FAD	C00016
N-34-DICHLOROPHENYLMALONATE	C04205
CPD-14140	C17585
|Aryl-beta-D-Glucosides|	C03097
CPD-8973	C14228
|NDP-glucoses|	C15541
CPD-10185	C14430
UDP-MANNACA	C06240
CPD-1823	C01152
DEOXYRIBONOLACTONE	C02674
ACYL-COA	C00040
CPD-10063	C11419
CoM	C19637
CPD-15232	C07657
UDP-N-ACETYL-GALACTOSAMINE	C00203
QUINOLINATE	C03722
LATIA-LUCIFERIN	C02293
|Amino-Acids|	C00045
CPD-464	C03427
SELENOHOMOCYSTEINE	C05698
|DNA-Adenines|	C00821
CROTONOBETAINYL-COA	C20748
QUEUINE	C01449
+-bornyl-diphosphate	C03190
CPD-11570	C14497
TYLOSIN	C01457
CPD-15127	C16737
CPD-10425	C07574
4-ACETAMIDOBUTANOYL	C03357
CPD-13708	C19944
CPD-16418	C03989
|Cytochrome-c-L-methionine|	C05205
N-ISOPROPYLAMMELIDE	C06553
|Beta-D-Mannosides|	C02478
CPD0-2609	C06896
CPD-16495	C00524
CARBAMOYL-SARCOSINE	C01043
--beta-santalene	C09718
ALPHA-AMINOPHENYL-GLYOXYLATE	C21155
VOMILENINE	C01761
CPD-10507	C11284
CPD-461	C02569
S-4-BROMOPHENYL-MERCAPTOPYRUVATE	C04264
CPD-8726	C18221
|D-Gal-NAc--Glycoproteins|	C04387
FORMYL-ISOGLUTAMINE	C16674
GEISSOSCHIZINE	C02151
CPD-9066	C18155
CPD-14156	C20351
SKATOLE	C08313
CPD-11736	C17943
|R-3-hydroxystearoyl-ACPs|	C16220
4-CYTIDINE-5-DIPHOSPHO-2-C	C11435
CPD-594	C03065
CPD-20313	C07434
CPD-4752	C18223
|3-Oxo-Delta-1-Steroids|	C02941
CARBOXYETHYL-3-5-CYCLOHEXADIENE-1-2-DIOL	C11588
1-PHOSPHATIDYL-1D-MYO-INOSITOL-34-BISPH	C11554
4-TOLUENESULFONATE	C06677
CPD-635	C03223
|7-Oxosteroids|	C01881
LACTALD	C00424
3-METHYLTHIOPROPANALDOXIME	C17241
3-DEHYDRO-SHIKIMATE	C02637
CPD-20440	C09177
CPD-578	C01010
P-COUMAROYL-COA	C00223
5-PHOSPHONOOXY-L-LYSINE	C03366
CPD-15837	C14154
|S-Alkyl-L-Cysteines|	C02749
DIACYLGLYCEROL	C00641
CPD-12905	C16469
CPD-19605	C06516
CPD-3642	C06417
CPD-9391	C20613
CPD-11464	C15898
BENZENE	C01407
CPD1F-130	C06098
CPD-304	C02728
CPD-8981	C19779
CPD-17370	C21005
CPD-20253	C09698
DIPHTHAMIDE	C02872
CPD-12077	C01837
CPD-12930	C08607
CDP-CHOLINE	C00307
CPD-12709	C06108
CPD-20625	C15908
CPD-18092	C20491
CPD-9344	C18542
INULOBIOSE	C01711
CPD-523	C03455
QUINOLIN-34-DIOL	C06330
|Long-Chain-Acyl-Ethyl-Esters|	C04202
CAFFEOYL-COA	C00323
CPD-16932	C15717
CPD-14263	C20411
HOMO-CYS	C00155
CPD-15475	C20843
CPD-8949	C10224
CPD-12811	C21524
CPD-7117	C12138
N-ACETYL-L-2-AMINO-6-OXO-PIMELATE	C05539
TETRACHLOROHYDROQUINONE	C03434
CPD-108	C01468
CPD-11430	C09663
CPD-19880	C21611
BUTANOL	C06142
CPD1F-120	C11861
CPD-19755	C16432
CPD-517	C02822
2-HYDROXYISOFLAVANONE	C15567
CPD-8667	C19868
CORTOLONE	C05481
CPD-8606	C05109
CPD-9826	C16726
2-COUMARATE	C01772
CPD-4187	C01164
CPD-16470	C20775
|Acyl-L-Lysines|	C02444
CIS-ACONITATE	C00417
CPD-8812	C17505
CPDQT-84	C09795
3-4DHFLUORENE	C07717
CPD-4592	C06800
CPD-18951	C14517
HYDROQUINONE-O-BETA-D-GLUCOPYRANOSIDE	C06186
2-CHLOROETHANOL	C06753
BETAINE	C00719
CPD-12213	C18070
CPD-256	C02357
PARATHION	C06604
CPD-16765	C17785
CPD-521	C03716
CPD-13945	C11921
CPD-8728	C18222
STEROID-O-SULFATE	C02590
UREA	C00086
CPD-16983	C11166
CPD0-1456	C01212
CPD-4861	C20315
CPD1F-134	C11863
CPD-13328	C21459
MENADIOL	C07126
CPD-10511	C19615
5-10-METHENYL-THF	C00445
TAXA-42011-DIEN-5A-OL	C11895
CPD-13108	C06690
CPD-181	C03837
CPD-7949	C13834
6Z8E10E14Z-5S12R-512-DIHYDROXYI	C02165
CPD-13853	C20176
CPD-72	c17345
CPD-19526	C03969
6-HYDROXY-NICOTINATE	C01020
CPD-12167	C10464
CPD-19068	C21305
CPD-13887	C21303
512-DIHYDROXANTHOMMATIN	C03476
|Beta-D-Glucuronides|	C03033
CPD-9235	C06840
CPD-34	C02549
PYRIMIDINE-RING	C00396
UDP-AA-GLUTAMATE	C00692
4-IMIDAZOLEACETATE	C02835
CPD-554	C09813
|1-4-Mannan|	C00464
4-FUMARYL-ACETOACETATE	C01061
3-MERCAPTO-PYRUVATE	C00957
CPD-18794	C21415
AMINO-ETC-METHYLPYRIMIDINIUM	C04905
|Steryl-Esters|	C01958
CPD-16182	C20888
CPD-243	C02775
CPD-14491	C08618
LEUKOTRIENE-C4	C02166
MYRICETIN	C10107
CPD-14602	C20383
CPD-8909	C18167
3-HYDROXY-3-METHYL-GLUTARYL-COA	C00356
CPD-7260	C12626
CPD-15515	C07591
CETRAXATE-BENZYL-ESTER	C03256
ANILINE	C00292
CPD-14152	C17500
CPD-12766	C11500
CPD-4921	C06305
CPD1F-139	C00859
GAP	C00118
CPD-12846	C19757
CPD-15750	C12016
CPD-12572	C10193
CPD-12934	C12395
CPD-7710	C06173
L-CYSTATHIONINE	C02291
CPD-8677	C14827
CPD-8923	C11249
CPD-14658	C09059
CPD-18553	C21703
CPD-13666	C19942
CPD-459	C05158
SN-GERANYLGERANYLGLYCERYL-1-PHOSPHATE	C04590
CPD-1763	C01841
CPD-10307	C19828
OXIDIZED-GLUTATHIONE	C00127
CPD-223	C02330
NIACINE	C00253
CPD-9214	C10796
CPD-6883	C10065
URETHAN	C01537
N2-SUCCINYLORNITHINE	C03415
CPD-320	C18091
CPDQT-281	C08409
CPD-6481	C10453
2-DEOXYRIBOSE	C01801
|Diacylglycerol-NNN-trimethylhomoserines|	C18169
PHOSPHORIBOSYL-FORMAMIDO-CARBOXAMIDE	C04734
2-5-TRIPHOSPHORIBOSYL-3-DEPHOSPHO-	C19771
CPD-7157	C03686
2-OXOBUTANOATE	C00109
N2-MALONYL-D-TRYPTOPHAN	C03414
CPD-7080	C05334
CPD-15207	C20521
ISOVALERATE	C08262
CPD-391	C02442
CPD-6862	C02752
CPD-16962	C20554
CPD-2021	C04834
CPD-15821	C01927
UROCORTISOL	C05472
CPD-10597	C13638
4-AMINO-5-IMIDAZOLE_CARBOXYLATE	C05516
CPD-3943	C15795
CPD-13171	C19765
CPD-693	C06082
16-EPIVELLOSIMINE	C11633
CPD-15328	D08131
CPD-4614	C03423
|Nucleoside-Triphosphates|	C00201
CPD-8236	C09740
CYS	C00097
CPD-9466	C06451
DIISOPROPYL-FLUOROPHOSPHATE	C00202
CPD66-29	C20252
CPD-196	C01944
CPD-827	C03932
1-METHYL-MYO-INOSITOL	C03659
|Reduced-Factor-F420|	C01080
CPD-7947	C17433
CPD-9260	C06661
CPD-6202	C11859
CPD-12187	C17742
CPD-7851	C08583
DEHYDROQUINATE	C00944
CPD-19882	C21618
CPD-11799	C11499
O-SUCCINYLBENZOATE	C02730
CPD-717	C15800
CPD-15890	C18502
CPD-1121	C04299
CPD-189	C01064
ISOQUINOLIN-12H-ONE	C06324
CPD-13254	C19865
5Z13E-15S-1115-DIHYDROXY-9-OXOPROS	C00584
|Aldehydes|	C00071
DEOXYXYLULOSE-5P	C11437
16-METHOXY-23-DIHYDRO-3-HYDROXYTABERSON	C04578
L-XYLULOSE	C00312
S-1-PHENYLETHANOL	C11348
PROTEIN-C-TERMINAL-S-ETC-CYSTEINE	C04506
CPD-15926	C11912
CPD-202	C01794
|Maltodextrins|	C01935
CPD-16774	C17094
D-TYROSINE	C06420
CPD-10308	C20200
C1	C04882
--ABIETADIENE	C11878
CPDQT-349	C17225
CPD-14504	C09189
SUCROSE	C00089
PENTACHLOROPHENOL	C02575
ATRAZINE	C06551
CPD-18529	C02130
CPD-15437	C08898
CPD-13960	C06799
CPD-9939	C06536
CPD-7524	C19759
CPD-728	C04672
CPD-651	C06407
PRENOL	C01390
CPD-10237	C14727
CPD-12645	C19685
S-ADENOSYLMETHIONINAMINE	C01137
CIS-12-DIHYDRONAPHTHALENE-12-DIOL	C04314
CPD-9758	C09861
CPD-327	C02779
6-HYDROXYMELLEIN	C02379
CPD-14800	C20480
L-PHOSPHINOTHRICIN	C04650
DCDP	C00705
1122-TETRACHLOROETHANE	C19534
CPD-558	C01063
CPD0-1088	C11321
CPD-9960	C17953
RX	C01322
|DNA-Guanines|	C11475
CPD-15043	C16725
CPD-9500	D01792
CPD-7120	C16416
|4-hydroxy-2-1H-quinolone|	C16716
4-METHYLCATECHOL	C06730
CPD-9195	C06574
CPD0-2376	C11376
CPD-10285	C20192
CPD-9190	C19792
24R-24-METHYLCYCLOARTA-825-DIEN-3-BET	C11513
CPD-15572	C20677
CPD-13386	C11056
CPD-19420	C16701
CPD-1422	C06756
CPD-633	C00628
CPD-16611	C21561
91018-TRIHYDROXYSTEARATE	C19621
CPD-10489	C15505
MANNOSE-6P	C00275
CPD-18623	C21446
TRICHLOROPHENOL	C07098
TRYPANOTHIONE	C02090
CPD-8131	C11713
CPD-883	C06593
CPD-11994	C02970
CPD-20437	C21720
CPD-12179	C00349
CPD-15728	C20685
|5-Dephospho-DNA|	C02374
CPD-13485	C11422
CPD-15764	C18643
CPD0-1491	C11261
CPD-1302	C04489
ISOVITEXIN	C01714
5Z13E-15S-69-ALPHA-EPOXY-11-ALPHA	C01312
CPD-15568	C05273
CDP-D-GLUCOSE	C00501
CPD-13846	C04630
CPD-10370	C15698
LIPOIC-ACID	C16241
CO+2	C00175
CPD-7285	C15519
DEACETOXYVINDOLINE	C02673
|Protein-tauphospho-L-histidines|	C04262
12-DIHYDROVOMILENINE	C11808
CPD-157	C04479
CPD-9392	C20612
C5	C05897
GLYCEROPHOSPHATEN1	C02768
D-GALACTOSAMINE-6-PHOSPHATE	C06377
CPD0-2474	C04899
CPD-14615	C20413
CPD-7031	C07329
|Charged-PHE-tRNAs|	C03511
CPD-13339	C02501
6-DEOXY-D-GLUCOSE	C02522
CPD-3781	C13183
2-HYDROXY-6-2-CARBOXYPHENYL-6-OXO-24-	C16264
ALIZARIN	C01474
CPD-15055	C02951
CPD-7081	C16790
CPD-18914	C21396
CPD-5847	C04814
CPD-924	C07734
CPD-16638	C20977
1-METHYLADENOSINE	C02494
CPD-7231	C15500
CPD-12587	C20121
3-HYDROXY-L-KYNURENINE	C02794
CPD-14096	C19631
CPD-14261	C20433
CPD-1910	C03962
CPD-10383	C15747
CPD-16751	C20558
CUSO4	C18713
BROMOBENZENE	C11036
CPD0-2068	C06897
CPD-20325	C21826
INDOLE-3-ACETALDOXIME	C02937
25-DIDEHYDRO-D-GLUCONATE	C02780
DEHYDRO-DEOXY-GALACTONATE-PHOSPHATE	C01286
CPD-581	C03134
DIISOPROPYL-PHOSPHATE	C03113
CPD-18657	C21448
5Z7E9E14Z17Z-EICOSAPENTAENOATE	C12083
CPD-13665	C04132
CPD-8097	C09263
CPD-288	C04091
CROTONYL-COA	C00877
CPD-12881	C19738
D-ALANINE	C00133
CPD-10231	C12107
DIETHYL-2-METHYL-3-OXOSUCCINATE	C04067
CPD-801	C06559
CPD-17494	C21400
4-TOLUENECARBOXYLATE	C01454
3Z-PHYTOCHROMOBILIN	C05913
CPD-299	C03341
ALPHA-MALTOSE	C00897
CPD-15607	C16496
CPD-14907	C10118
CPD0-1133	G00689
CPD-7278	C06363
CPD-7994	C06178
CPD-490	C03737
CPD-10889	C07626
DIMETHYL-GLYCINE	C01026
CPD-11877	C05588
CPDQT-280	C08419
CPD-13320	C02241
CPD-7249	C15495
CPD-13898	C07414
N-CYCLOHEXYLFORMAMIDE	C11519
CPD-7737	C01278
CPD-344	C03187
LINAMARIN	C01594
CPD-10609	C12837
CPD-1042	C05143
CPD-9436	C16521
CPD-1007	c06581
CPD-14351	C18710
CPD-10246	C14179
CDP-36-DIDEOXY-D-MANNOSE	C03599
ETHIONINE	C11227
N-HYDROXY-2-ACETAMIDOFLUORENE	C03954
VITEXIN	C01460
3-ETHYLCATECHOL	C06728
CPD-785	C04052
